cliente_id,nome,tipo,documento,uf,cidade,segmento,canal_aquisicao,data_cadastro
89,Thiago Costa,PF,53368876537,RS,Caxias do Sul,Varejo,Indicação,2024-06-08
90,Larissa Pereira,PF,32853893547,MT,Rondonópolis,Pessoa Física,Indicação,2024-12-09
91,Igor Cardoso,PF,95758434961,ES,Vila Velha,Varejo,Anúncio,2025-01-11
92,Thiago Ribeiro,PF,05845759677,ES,Vila Velha,Varejo,Orgânico,2025-01-15
93,Guilherme Ferreira,PJ,60415153015087,RJ,Duque de Caxias,Varejo,Anúncio,2025-12-29
94,Larissa Almeida,PJ,71763057003544,AM,Itacoatiara,Pessoa Física,WhatsApp,2024-07-03
95,Ana Almeida,PF,20006740492,PR,Ponta Grossa,Varejo,Anúncio,2024-04-16
96,Otávio Oliveira,PF,45344475004,BA,Feira de Santana,Atacado,Indicação,2024-08-17
97,Kaique Santos,PF,90064226562,AM,Itacoatiara,Varejo,Anúncio,2023-12-27
98,Otávio Cardoso,PF,58331602709,GO,Rio Verde,Pessoa Física,Marketplace,2023-12-12
99,Sabrina Gomes,PF,43564892739,ES,Vila Velha,Corporativo,Anúncio,2025-01-26
100,Vanessa Lima,PF,22771536599,SC,Joinville,Pessoa Física,Anúncio,2023-12-10
101,Carla Oliveira,PF,66817718634,MS,Corumbá,Pessoa Física,Marketplace,2025-03-31
102,Larissa Pereira,PJ,49986191109420,PR,Londrina,Pessoa Física,Orgânico,2025-03-27
103,Carla Carvalho,PF,47956892959,MG,Juiz de Fora,Pessoa Física,Indicação,2025-11-10
104,Thiago Martins,PJ,10861816208810,ES,Serra,Varejo,Anúncio,2023-05-25
105,Igor Teixeira,PF,60797216054,PR,Ponta Grossa,Pessoa Física,WhatsApp,2024-02-03
106,Fernanda Pereira,PJ,72762304215501,MG,Betim,Pessoa Física,Indicação,2025-04-25
107,Otávio Carvalho,PF,06301926413,PA,Marabá,Atacado,Orgânico,2024-04-15
108,Juliana Costa,PF,07341825876,ES,Cariacica,Pessoa Física,Marketplace,2024-12-18
109,Diego Ribeiro,PJ,81954279604737,RS,Porto Alegre,Varejo,Indicação,2025-03-16
110,Sabrina Teixeira,PJ,70514388456667,RS,Canoas,Pessoa Física,Indicação,2025-08-27
111,Patrícia Almeida,PF,98144557424,RS,Pelotas,Pessoa Física,Orgânico,2023-09-05
112,Igor Barbosa,PF,83091682321,PE,Recife,Pessoa Física,Orgânico,2023-10-13
113,Sabrina Lima,PF,11450860805,CE,Juazeiro do Norte,Atacado,Indicação,2024-05-31
114,Ana Oliveira,PF,45992597842,PE,Petrolina,Pessoa Física,Anúncio,2024-07-08
115,Sabrina Ferreira,PF,58967534485,MG,Uberlândia,Pessoa Física,Marketplace,2025-09-18
116,Otávio Santos,PJ,70759441878028,CE,Caucaia,Varejo,Orgânico,2023-02-12
117,Rafael Gomes,PF,05498825790,BA,,Pessoa Física,Indicação,2023-09-26
118,Eduardo Almeida,PF,93167108919,RS,Pelotas,Pessoa Física,Orgânico,2025-09-27
119,Diego Gomes,PF,99259961020,AM,Itacoatiara,Pessoa Física,Indicação,2024-11-04
120,Fernanda Ferreira,PF,10755844241,GO,Rio Verde,Pessoa Física,Orgânico,2025-01-10
121,Natália Teixeira,PF,59526842719,SC,Itajaí,Varejo,Anúncio,2023-10-01
122,Bruno Barbosa,PF,33702135137,PA,Castanhal,Varejo,Orgânico,2024-11-13
123,Diego Souza,PF,90605872278,SC,Itajaí,Varejo,Indicação,2024-02-10
124,Thiago Ribeiro,PF,20464987087,RS,Pelotas,Varejo,Orgânico,2025-03-14
125,Bruno Souza,PJ,35895066082853,BA,Juazeiro,Corporativo,Marketplace,2023-04-10
126,Marcos Gomes,PF,00738299169,MT,Rondonópolis,Pessoa Física,Orgânico,2023-11-08
127,Ana Souza,PJ,30840860209075,SP,Santos,Corporativo,Indicação,2024-12-07
128,Larissa Gomes,PF,58810165025,ES,Linhares,Pessoa Física,Indicação,2024-10-23
129,Ana Ribeiro,PF,73997487548,SC,Florianópolis,Corporativo,Orgânico,2025-07-10
130,Marcos Ferreira,PF,51906650482,RJ,Niterói,Atacado,Orgânico,2025-05-27
131,Marcos Pereira,PF,68953646772,SP,Santos,Pessoa Física,Orgânico,2023-01-16
132,Eduardo Pereira,PF,75968997513,SC,Chapecó,Pessoa Física,Indicação,2023-04-09
133,Vanessa Cardoso,PF,47541740281,RJ,Nova Iguaçu,Corporativo,WhatsApp,2024-01-24
134,Igor Santos,PF,45019521477,PE,Recife,Pessoa Física,Orgânico,2025-11-16
135,Eduardo Cardoso,PF,17820957322,PR,Curitiba,Corporativo,Indicação,2024-06-06
136,Juliana Teixeira,PF,24185953518,AM,Manaus,Varejo,Indicação,2025-09-04
137,Bruno Ribeiro,PF,71552172526,DF,Brasília,Corporativo,Indicação,2023-03-06
138,Bruno Almeida,PF,03546147318,PR,Ponta Grossa,Pessoa Física,Anúncio,2025-11-21
139,Larissa Ferreira,PF,76777505274,GO,Aparecida de Goiânia,Corporativo,WhatsApp,2023-03-08
140,Juliana Gomes,PF,95594338714,GO,Aparecida de Goiânia,Pessoa Física,Anúncio,2025-06-04
141,Thiago Ribeiro,PF,36077216297,ES,Cariacica,Pessoa Física,Marketplace,2025-08-19
142,Otávio Pereira,PF,95902065236,PE,Recife,Corporativo,Orgânico,2023-11-19
143,Igor Souza,PF,15622352351,RJ,Petrópolis,Pessoa Física,Marketplace,2023-11-26
144,Rafael Silva,PF,51122093898,SC,Florianópolis,Corporativo,WhatsApp,2024-09-29
145,Kaique Cardoso,PF,81375058832,PE,Jaboatão,Corporativo,WhatsApp,2025-03-02
146,Otávio Ribeiro,PJ,32334023186951,SP,Santos,Varejo,Orgânico,2023-05-12
147,Larissa Costa,PF,94634425701,AM,Manacapuru,Corporativo,Marketplace,2023-09-17
148,Marcos Lima,PJ,85966863523616,MS,Ponta Porã,Corporativo,Orgânico,2025-04-06
149,Juliana Carvalho,PF,53078746433,BA,Feira de Santana,Varejo,Indicação,2025-06-04
150,Otávio Martins,PF,29618151369,SC,Florianópolis,Pessoa Física,Orgânico,2023-06-18
151,Otávio Carvalho,PF,98209920600,RJ,Petrópolis,Varejo,Indicação,2025-09-02
152,Ana Ferreira,PF,94163582684,MS,Corumbá,Varejo,Anúncio,2025-08-08
153,Otávio Costa,PJ,94486877238623,PA,Ananindeua,Pessoa Física,Orgânico,2025-08-09
154,Sabrina Santos,PF,71172759588,PE,Olinda,Atacado,Orgânico,2023-09-21
155,Marcos Santos,PF,29710203940,MS,Corumbá,Pessoa Física,Orgânico,2025-01-03
156,Eduardo Carvalho,PF,42807406476,MG,Contagem,Pessoa Física,Anúncio,2023-06-25
157,Thiago Costa,PF,74014374813,SC,Florianópolis,Atacado,Marketplace,2023-08-04
158,Natália Martins,PF,71375758891,CE,Maracanaú,Varejo,Indicação,2023-03-19
159,Igor Costa,PF,51236482679,SP,São Paulo,Corporativo,Marketplace,2024-06-24
160,Helena Souza,PF,27054979847,RS,Pelotas,Varejo,Marketplace,2025-02-18
161,Ana Martins,PJ,05079682956763,PE,Jaboatão,Pessoa Física,Anúncio,2023-08-06
162,Vanessa Teixeira,PF,66845510064,PE,Petrolina,Pessoa Física,Anúncio,2023-07-24
163,Fernanda Lima,PF,87113901049,DF,Ceilândia,Pessoa Física,Anúncio,2023-10-31
164,Igor Costa,PF,64135279221,PR,Curitiba,Corporativo,Orgânico,2023-08-05
165,Diego Carvalho,PF,74220462046,PA,Castanhal,Pessoa Física,Indicação,2025-07-01
166,Ana Santos,PJ,32178757303769,SP,São Paulo,Varejo,Indicação,2023-07-05
167,Igor Ribeiro,PF,92028801569,PR,Cascavel,Pessoa Física,Indicação,2023-11-02
168,Vanessa Silva,PF,72065955308,BA,Feira de Santana,Pessoa Física,Indicação,2023-12-02
169,Larissa Lima,PF,81734881389,MS,Dourados,Corporativo,Orgânico,2023-08-11
170,Ana Lima,PJ,08450666798796,RS,Pelotas,Varejo,Marketplace,2025-10-28
171,Helena Martins,PF,65705490618,CE,Fortaleza,Varejo,Orgânico,2023-08-18
172,Igor Gomes,PF,82849702421,MT,Cuiabá,Pessoa Física,Marketplace,2024-06-17
173,Igor Ribeiro,PF,98421930346,RS,Canoas,Varejo,Orgânico,2024-09-12
174,Kaique Costa,PF,39693636739,ES,Vila Velha,Pessoa Física,Anúncio,2023-10-13
175,Guilherme Pereira,PF,88271191843,MS,Corumbá,Pessoa Física,Anúncio,2024-05-31
176,Larissa Costa,PF,06748352514,DF,Samambaia,Corporativo,Orgânico,2023-07-06
177,Juliana Lima,PF,55465226976,MG,Betim,Pessoa Física,Anúncio,2024-06-13
178,Carla Santos,PJ,98516628834112,MT,Cuiabá,Varejo,Orgânico,2023-01-21
179,Eduardo Barbosa,PF,32146352769,RS,Santa Maria,Corporativo,Indicação,2024-04-26
180,Rafael Lima,PF,08306119252,RS,Canoas,Pessoa Física,WhatsApp,2024-02-05
181,Juliana Santos,PF,10044032596,PA,Santarém,Varejo,Orgânico,2024-01-20
182,Eduardo Costa,PJ,91273842858416,DF,Guará,Pessoa Física,Anúncio,2023-05-01
183,Larissa Souza,PF,16478481195,PA,Ananindeua,Pessoa Física,Marketplace,2025-12-30
184,Otávio Santos,PF,41268944104,MT,Rondonópolis,Varejo,Anúncio,2023-01-30
185,Helena Costa,PF,51468933862,PR,Londrina,Pessoa Física,Marketplace,2023-06-10
186,Thiago Ferreira,PF,61439082066,DF,Guará,Varejo,Anúncio,2023-04-23
187,Vanessa Gomes,PF,10141707879,MT,Cuiabá,Pessoa Física,Anúncio,2025-12-07
188,Fernanda Lima,PF,90373779330,DF,Ceilândia,Pessoa Física,Orgânico,2023-12-16
189,Vanessa Ribeiro,PF,22448770472,RS,Santa Maria,Pessoa Física,Orgânico,2024-04-17
190,Rafael Gomes,PF,47784336441,DF,Guará,Pessoa Física,Indicação,2025-04-02
191,Marcos Cardoso,PF,42587499473,PR,Londrina,Varejo,Marketplace,2023-02-25
192,Ana Lima,PJ,83218280544103,PA,Marabá,Pessoa Física,Orgânico,2023-03-15
193,Fernanda Silva,PF,47422649450,SP,São Paulo,Varejo,WhatsApp,2023-07-20
194,Juliana Souza,PF,18345053144,RS,Porto Alegre,Pessoa Física,Anúncio,2025-01-13
195,Vanessa Barbosa,PF,15729670737,RS,Pelotas,Varejo,Anúncio,2025-12-08
196,Eduardo Santos,PF,82206741349,RS,Santa Maria,Varejo,Marketplace,2024-11-11
197,Diego Souza,PF,13628937761,ES,Vitória,Varejo,Marketplace,2025-08-13
198,Guilherme Souza,PF,03126520247,PR,Londrina,Varejo,Anúncio,2025-08-24
199,Sabrina Cardoso,PF,32502054563,ES,Linhares,Varejo,Orgânico,2023-10-30
200,Juliana Gomes,PF,89191250314,MG,Contagem,Varejo,Orgânico,2023-07-21
201,Diego Carvalho,PJ,89254469409935,ES,Vitória,Pessoa Física,Orgânico,2023-06-25
202,Rafael Lima,PJ,85498514625605,CE,Fortaleza,Pessoa Física,Marketplace,2025-05-20
203,Marcos Ferreira,PF,72570623600,MT,Tangará da Serra,Atacado,Orgânico,2025-01-03
204,Helena Barbosa,PF,49070444072,ES,Vila Velha,Pessoa Física,Indicação,2025-08-05
205,Kaique Ferreira,PF,76536999253,ES,Vila Velha,Corporativo,Orgânico,2024-07-09
206,Bruno Souza,PF,99813773116,BA,Ilhéus,Pessoa Física,Anúncio,2025-12-06
207,Thiago Almeida,PF,44807299532,MT,Sinop,Atacado,Anúncio,2025-09-06
208,Helena Lima,PF,19144685754,ES,Vitória,Pessoa Física,Anúncio,2025-06-05
209,Ana Almeida,PF,12403448970,DF,Guará,Corporativo,Indicação,2025-05-30
210,Ana Cardoso,PF,47544451526,AM,Parintins,Varejo,WhatsApp,2023-05-16
211,Sabrina Gomes,PJ,85396400227595,CE,Fortaleza,Pessoa Física,Marketplace,2025-03-27
212,Juliana Souza,PF,95374246379,CE,Juazeiro do Norte,Pessoa Física,Indicação,2025-11-04
213,Guilherme Ferreira,PF,42481948779,PE,Petrolina,Pessoa Física,Orgânico,2023-11-17
214,Diego Carvalho,PF,15020667136,AM,Manacapuru,Corporativo,WhatsApp,2025-06-12
215,Eduardo Ribeiro,PF,88040818108,MS,Corumbá,Pessoa Física,Marketplace,2024-01-19
216,Natália Cardoso,PF,44626423035,SC,Chapecó,Pessoa Física,Marketplace,2023-08-21
217,Igor Pereira,PJ,11641770237083,AM,Manacapuru,Varejo,Anúncio,2025-03-11
218,Kaique Oliveira,PF,18019546660,PE,Recife,Varejo,Orgânico,2023-07-01
219,Guilherme Silva,PF,52851822978,SP,Ribeirão Preto,Corporativo,Marketplace,2024-06-11
220,Eduardo Ribeiro,PF,69152322496,RS,Santa Maria,Varejo,Anúncio,2025-10-23
221,Sabrina Silva,PF,34525625752,GO,Rio Verde,Corporativo,Orgânico,2023-06-21
222,Ana Carvalho,PF,57256338351,SC,Florianópolis,Varejo,Anúncio,2023-06-20
223,Patrícia Pereira,PF,95763378188,AM,Parintins,Pessoa Física,Indicação,2025-10-30
224,Diego Santos,PF,11683693292,MS,Ponta Porã,Pessoa Física,Orgânico,2025-05-01
225,Vanessa Carvalho,PF,44526624029,ES,Vila Velha,Pessoa Física,Indicação,2024-05-20
226,Rafael Costa,PF,56877746281,PA,Marabá,Pessoa Física,Indicação,2024-03-20
227,Ana Teixeira,PF,88179538512,PE,Caruaru,Corporativo,Anúncio,2025-11-22
228,Bruno Gomes,PJ,64271240399830,ES,Vitória,Pessoa Física,Orgânico,2025-03-04
229,Kaique Martins,PF,83716591493,RS,Pelotas,Pessoa Física,WhatsApp,2025-09-22
230,Eduardo Costa,PF,61725864138,RJ,Duque de Caxias,Pessoa Física,Anúncio,2023-04-11
231,Helena Barbosa,PF,26437325786,PR,Maringá,Varejo,Anúncio,2024-08-04
232,Kaique Costa,PF,67224661738,SC,Blumenau,Pessoa Física,Anúncio,2025-03-05
233,Eduardo Martins,PF,79651383025,GO,Luziânia,Pessoa Física,Anúncio,2023-02-09
234,Diego Lima,PF,69955805478,MS,Campo Grande,Pessoa Física,Indicação,2024-07-15
235,Kaique Lima,PF,66652276289,ES,Vitória,Pessoa Física,Orgânico,2023-03-02
236,Eduardo Martins,PF,62924852036,PA,Belém,Pessoa Física,Marketplace,2025-09-13
237,Larissa Barbosa,PF,72171045222,CE,Sobral,Pessoa Física,Orgânico,2025-01-16
238,Rafael Cardoso,PJ,30030350665680,MG,Betim,Pessoa Física,WhatsApp,2023-07-26
239,Vanessa Pereira,PF,13689544045,SP,São Paulo,Pessoa Física,Indicação,2024-07-25
240,Marcos Silva,PF,27839197263,SC,Chapecó,Pessoa Física,Orgânico,2023-04-30
241,Larissa Costa,PF,71231366512,SC,Florianópolis,Varejo,Indicação,2025-05-31
242,Natália Cardoso,PF,92140382743,MT,Tangará da Serra,Pessoa Física,Orgânico,2023-08-04
243,Helena Gomes,PF,65329194935,ES,Vila Velha,Varejo,WhatsApp,2024-10-27
244,Rafael Ribeiro,PF,63256276190,PE,Jaboatão,Atacado,Marketplace,2023-03-28
245,Fernanda Gomes,PF,64676687842,SC,Joinville,Atacado,Anúncio,2023-06-23
246,Marcos Oliveira,PF,26502977102,GO,Rio Verde,Corporativo,Anúncio,2025-12-10
247,Thiago Teixeira,PF,85744694593,SC,Chapecó,Varejo,WhatsApp,2024-02-27
248,Igor Lima,PF,85846363674,RJ,Nova Iguaçu,Varejo,Indicação,2023-05-15
249,Otávio Costa,PF,43755010880,SC,,Varejo,Anúncio,2025-02-06
250,Bruno Oliveira,PJ,07536213871589,MT,Várzea Grande,Pessoa Física,Anúncio,2023-08-09
251,Kaique Pereira,PF,71221135342,CE,Maracanaú,Pessoa Física,Orgânico,2024-10-07
252,Guilherme Teixeira,PF,19528891698,SP,Santos,Pessoa Física,Indicação,2025-06-06
253,Carla Gomes,PF,28445715852,GO,Aparecida de Goiânia,Corporativo,Indicação,2025-01-19
254,Fernanda Barbosa,PF,05759650517,SP,Sorocaba,Atacado,Marketplace,2023-09-28
255,Natália Santos,PJ,19341292596033,BA,Vitória da Conquista,Pessoa Física,Indicação,2023-09-17
256,Diego Santos,PF,22532432495,GO,Rio Verde,Varejo,Indicação,2023-09-01
257,Juliana Ribeiro,PF,59623441139,SP,Campinas,Pessoa Física,Anúncio,2024-11-23
258,Larissa Silva,PF,78145443089,SC,Chapecó,Pessoa Física,Marketplace,2025-01-06
259,Bruno Ferreira,PF,04579479828,SP,Ribeirão Preto,Pessoa Física,Anúncio,2024-07-24
260,Sabrina Ferreira,PF,40783431905,CE,Caucaia,Varejo,Marketplace,2024-03-13
261,Juliana Ribeiro,PF,06966898258,MT,Sinop,Varejo,Orgânico,2023-03-10
262,Guilherme Costa,PF,26086782481,RS,Porto Alegre,Pessoa Física,Indicação,2025-07-04
263,Natália Ferreira,PF,82556831467,MT,Tangará da Serra,Corporativo,Marketplace,2024-12-24
264,Fernanda Cardoso,PF,73901091687,MG,Uberlândia,Pessoa Física,Marketplace,2024-11-30
265,Otávio Silva,PF,90456653142,PA,Belém,Pessoa Física,Orgânico,2023-04-24
266,Igor Carvalho,PF,57550641279,AM,Manaus,Corporativo,Indicação,2023-11-12
267,Igor Ferreira,PF,59129162343,CE,Fortaleza,Varejo,Orgânico,2023-11-29
268,Otávio Carvalho,PJ,89550208238760,PR,Ponta Grossa,Corporativo,Orgânico,2024-10-17
269,Eduardo Gomes,PF,55379233808,BA,Juazeiro,Varejo,Marketplace,2025-05-12
270,Eduardo Ferreira,PF,74587206109,MG,Belo Horizonte,Pessoa Física,Marketplace,2025-08-07
271,Kaique Gomes,PF,46210304355,AM,Manaus,Pessoa Física,Orgânico,2024-07-26
272,Rafael Ferreira,PF,34039949518,MS,Dourados,Pessoa Física,WhatsApp,2024-02-04
273,Ana Silva,PF,46637532721,SP,Sorocaba,Corporativo,Anúncio,2024-03-23
274,Bruno Carvalho,PF,83678678907,GO,Luziânia,Atacado,WhatsApp,2025-03-18
275,Guilherme Pereira,PF,18021600595,MT,Várzea Grande,Pessoa Física,Marketplace,2023-12-15
276,Ana Barbosa,PF,46535026301,PE,Olinda,Pessoa Física,WhatsApp,2024-03-31
277,Juliana Pereira,PF,83075483576,MG,Juiz de Fora,Pessoa Física,Marketplace,2025-05-11
278,Guilherme Silva,PJ,26711618196423,AM,Parintins,Pessoa Física,WhatsApp,2024-08-18
279,Fernanda Barbosa,PF,77259261812,MS,Campo Grande,Pessoa Física,Indicação,2024-05-27
280,Igor Teixeira,PF,43160903910,MT,Sinop,Varejo,Orgânico,2025-03-15
281,Marcos Costa,PF,70848219793,SP,Campinas,Corporativo,Anúncio,2023-11-13
282,Thiago Gomes,PF,45423603201,MS,Corumbá,Pessoa Física,Marketplace,2023-03-08
283,Ana Lima,PF,41358041447,SP,Campinas,Varejo,Orgânico,2025-05-14
284,Igor Ferreira,PF,49100310298,PE,Jaboatão,Pessoa Física,WhatsApp,2024-05-13
285,Kaique Lima,PF,09243477567,PE,Olinda,Corporativo,Orgânico,2023-12-23
286,Kaique Cardoso,PF,13174652192,GO,Rio Verde,Varejo,Marketplace,2023-04-15
